"Company Name","Pricing Date","ALBERTA","MANITOBA","NEW BRUNSWICK","NOVA SCOTIA","ONTARIO","QUEBEC","SASKATCHEWAN","VANCOUVER RACK","NANAIMO","PRINCE GEROGE RACK","KAMLOOPS RACK","BAINSVILLE","BELMONT","CARDINAL","COCHRANE","CORNWALL","DRYDEN","DUNVEGAN","FORT FRANCES","HAWKESBURY","INGERSOLL","JOYCEVILLE","KINGSTON","NIPIGON","NORTH BAY","ROSSLYN","SAULT STE MARIE","SIOUX LOOKOUT","SPENCERVILLE","THESSALON","THUNDER BAY","WAWA","WHITE RIVER","WOODSTOCK","WINDSOR"
"ROYAL TRUCK TERMINAL LTD","2023-10-31","0.12","0.135","0.09","0.09","0.097","0.09","0.125","0.135","0.115","0.11","0.125","0.085","0.09","0.085","0.075","0.085","0.145","0.085","0.12","0.085","0.09","0.1","0.1","0.125","0.09","0.12","0.095","0.12","0.085","0.095","0.12","0.12","0.12","0.09","0.105"
"RSB TRANSPORT INC","2023-10-31","0.11","0.125","0.08","0.08","0.087","0.08","0.115","0.125","0.105","0.1","0.115","0.075","0.08","0.075","0.065","0.075","0.135","0.075","0.11","0.075","0.08","0.09","0.09","0.115","0.08","0.11","0.085","0.11","0.075","0.085","0.11","0.11","0.11","0.08","0.095"
"RV Transport Inc ","2023-10-31","0.1","0.115","0.07","0.07","0.077","0.07","0.105","0.115","0.095","0.09","0.105","0.065","0.07","0.065","0.055","0.065","0.125","0.065","0.1","0.065","0.07","0.08","0.08","0.105","0.07","0.1","0.075","0.1","0.065","0.075","0.1","0.1","0.1","0.07","0.085"
"S AND S TRANSPORT LTD","2023-10-31","0.035","0.05","0.005","0.005","0.012","0.005","0.04","0.05","0.03","0.025","0.04","","0.005","","-0.01","","0.06","","0.035","","0.005","0.015","0.015","0.04","0.005","0.035","0.01","0.035","","0.01","0.035","0.035","0.035","0.005","0.02"
"SAFE TRACK TRUCKING LTD","2023-10-31","0.11","0.125","0.08","0.08","0.087","0.08","0.115","0.125","0.105","0.1","0.115","0.075","0.08","0.075","0.065","0.075","0.135","0.075","0.11","0.075","0.08","0.09","0.09","0.115","0.08","0.11","0.085","0.11","0.075","0.085","0.11","0.11","0.11","0.08","0.095"
"SAFEX TRANSPORT","2023-10-31","0.055","0.07","0.025","0.025","0.032","0.025","0.06","0.07","0.05","0.045","0.06","0.02","0.025","0.02","0.01","0.02","0.08","0.02","0.055","0.02","0.025","0.035","0.035","0.06","0.025","0.055","0.03","0.055","0.02","0.03","0.055","0.055","0.055","0.025","0.04"
"SAMHIL LOGISTICS INC","2023-10-31","0.11","0.125","0.08","0.08","0.087","0.08","0.115","0.125","0.105","0.1","0.115","0.075","0.08","0.075","0.065","0.075","0.135","0.075","0.11","0.075","0.08","0.09","0.09","0.115","0.08","0.11","0.085","0.11","0.075","0.085","0.11","0.11","0.11","0.08","0.095"
"SARAI XPRESS TRUCKING INC","2023-10-31","0.1","0.115","0.07","0.07","0.077","0.07","0.105","0.115","0.095","0.09","0.105","0.065","0.07","0.065","0.055","0.065","0.125","0.065","0.1","0.065","0.07","0.08","0.08","0.105","0.07","0.1","0.075","0.1","0.065","0.075","0.1","0.1","0.1","0.07","0.085"
"SARDAR TRUCKING LTD","2023-10-31","0.06","0.075","0.03","0.03","0.037","0.03","0.065","0.075","0.055","0.05","0.065","0.025","0.03","0.025","0.015","0.025","0.085","0.025","0.06","0.025","0.03","0.04","0.04","0.065","0.03","0.06","0.035","0.06","0.025","0.035","0.06","0.06","0.06","0.03","0.045"
"SATUS CONTRACTING INC","2023-10-31","0.04","0.055","0.01","0.01","0.017","0.01","0.045","0.055","0.035","0.03","0.045","0.005","0.01","0.005","-0.005","0.005","0.065","0.005","0.04","0.005","0.01","0.02","0.02","0.045","0.01","0.04","0.015","0.04","0.005","0.015","0.04","0.04","0.04","0.01","0.025"
"SETHI INTERNATIONAL TRANS INC","2023-10-31","0.08","0.095","0.05","0.05","0.057","0.05","0.085","0.095","0.075","0.07","0.085","0.045","0.05","0.045","0.035","0.045","0.105","0.045","0.08","0.045","0.05","0.06","0.06","0.085","0.05","0.08","0.055","0.08","0.045","0.055","0.08","0.08","0.08","0.05","0.065"
"SGR TRUCKLINES ","2023-10-31","0.035","0.05","0.005","0.005","0.012","0.005","0.04","0.05","0.03","0.025","0.04","","0.005","","-0.01","","0.06","","0.035","","0.005","0.015","0.015","0.04","0.005","0.035","0.01","0.035","","0.01","0.035","0.035","0.035","0.005","0.02"
"SHABAD TRANSPORT ","2023-10-31","0.03","0.045","","","0.007","","0.035","0.045","0.025","0.02","0.035","-0.005","","-0.005","-0.015","-0.005","0.055","-0.005","0.03","-0.005","","0.01","0.01","0.035","","0.03","0.005","0.03","-0.005","0.005","0.03","0.03","0.03","","0.015"
"SHAN & SHANIA EXPRESS LTD","2023-10-31","0.1","0.115","0.07","0.07","0.077","0.07","0.105","0.115","0.095","0.09","0.105","0.065","0.07","0.065","0.055","0.065","0.125","0.065","0.1","0.065","0.07","0.08","0.08","0.105","0.07","0.1","0.075","0.1","0.065","0.075","0.1","0.1","0.1","0.07","0.085"
"SHAN FREIGHTWAY INC","2023-10-31","0.035","0.05","0.005","0.005","0.012","0.005","0.04","0.05","0.03","0.025","0.04","","0.005","","-0.01","","0.06","","0.035","","0.005","0.015","0.015","0.04","0.005","0.035","0.01","0.035","","0.01","0.035","0.035","0.035","0.005","0.02"
"SHARP EXPRESS INC","2023-10-31","0.09","0.105","0.06","0.06","0.067","0.06","0.095","0.105","0.085","0.08","0.095","0.055","0.06","0.055","0.045","0.055","0.115","0.055","0.09","0.055","0.06","0.07","0.07","0.095","0.06","0.09","0.065","0.09","0.055","0.065","0.09","0.09","0.09","0.06","0.075"
"SILICON FREIGHT SYSTEM ","2023-10-31","0.05","0.065","0.02","0.02","0.027","0.02","0.055","0.065","0.045","0.04","0.055","0.015","0.02","0.015","0.005","0.015","0.075","0.015","0.05","0.015","0.02","0.03","0.03","0.055","0.02","0.05","0.025","0.05","0.015","0.025","0.05","0.05","0.05","0.02","0.035"
"SINGH H TRANSPORT LTD","2023-10-31","0.075","0.09","0.045","0.045","0.052","0.045","0.08","0.09","0.07","0.065","0.08","0.04","0.045","0.04","0.03","0.04","0.1","0.04","0.075","0.04","0.045","0.055","0.055","0.08","0.045","0.075","0.05","0.075","0.04","0.05","0.075","0.075","0.075","0.045","0.06"
"SINGHS 1699 TRANSPORTATION INC","2023-10-31","0.1","0.115","0.07","0.07","0.077","0.07","0.105","0.115","0.095","0.09","0.105","0.065","0.07","0.065","0.055","0.065","0.125","0.065","0.1","0.065","0.07","0.08","0.08","0.105","0.07","0.1","0.075","0.1","0.065","0.075","0.1","0.1","0.1","0.07","0.085"
"SKY VIEW TRANSPORT LTD.","2023-10-31","0.08","0.095","0.05","0.05","0.057","0.05","0.085","0.095","0.075","0.07","0.085","0.045","0.05","0.045","0.035","0.045","0.105","0.045","0.08","0.045","0.05","0.06","0.06","0.085","0.05","0.08","0.055","0.08","0.045","0.055","0.08","0.08","0.08","0.05","0.065"
"SLED DOG GROUP INC","2023-10-31","0.075","0.09","0.045","0.045","0.052","0.045","0.08","0.09","0.07","0.065","0.08","0.04","0.045","0.04","0.03","0.04","0.1","0.04","0.075","0.04","0.045","0.055","0.055","0.08","0.045","0.075","0.05","0.075","0.04","0.05","0.075","0.075","0.075","0.045","0.06"
"SOHI BROS CONTRACTING LTD ","2023-10-31","0.09","0.105","0.06","0.06","0.067","0.06","0.095","0.105","0.085","0.08","0.095","0.055","0.06","0.055","0.045","0.055","0.115","0.055","0.09","0.055","0.06","0.07","0.07","0.095","0.06","0.09","0.065","0.09","0.055","0.065","0.09","0.09","0.09","0.06","0.075"
"SONDH FREIGHT SYSTEMS INC","2023-10-31","0.075","0.09","0.045","0.045","0.052","0.045","0.08","0.09","0.07","0.065","0.08","0.04","0.045","0.04","0.03","0.04","0.1","0.04","0.075","0.04","0.045","0.055","0.055","0.08","0.045","0.075","0.05","0.075","0.04","0.05","0.075","0.075","0.075","0.045","0.06"
"SSB TRANSPORT INC","2023-10-31","0.1","0.115","0.07","0.07","0.077","0.07","0.105","0.115","0.095","0.09","0.105","0.065","0.07","0.065","0.055","0.065","0.125","0.065","0.1","0.065","0.07","0.08","0.08","0.105","0.07","0.1","0.075","0.1","0.065","0.075","0.1","0.1","0.1","0.07","0.085"
"SSP GROUP OF COMPANIES","2023-10-31","0.035","0.05","0.005","0.005","0.012","0.005","0.04","0.05","0.03","0.025","0.04","","0.005","","-0.01","","0.06","","0.035","","0.005","0.015","0.015","0.04","0.005","0.035","0.01","0.035","","0.01","0.035","0.035","0.035","0.005","0.02"
"SSS13 TRUCKING INC","2023-10-31","0.12","0.135","0.09","0.09","0.097","0.09","0.125","0.135","0.115","0.11","0.125","0.085","0.09","0.085","0.075","0.085","0.145","0.085","0.12","0.085","0.09","0.1","0.1","0.125","0.09","0.12","0.095","0.12","0.085","0.095","0.12","0.12","0.12","0.09","0.105"
"St. Anthony Transport","2023-10-31","0.1","0.115","0.07","0.07","0.077","0.07","0.105","0.115","0.095","0.09","0.105","0.065","0.07","0.065","0.055","0.065","0.125","0.065","0.1","0.065","0.07","0.08","0.08","0.105","0.07","0.1","0.075","0.1","0.065","0.075","0.1","0.1","0.1","0.07","0.085"
"STAR CANADIAN LOGISTICS INC","2023-10-31","0.08","0.095","0.05","0.05","0.057","0.05","0.085","0.095","0.075","0.07","0.085","0.045","0.05","0.045","0.035","0.045","0.105","0.045","0.08","0.045","0.05","0.06","0.06","0.085","0.05","0.08","0.055","0.08","0.045","0.055","0.08","0.08","0.08","0.05","0.065"
"STARGATE LOGISTICS LTD.","2023-10-31","0.045","0.06","0.015","0.015","0.022","0.015","0.05","0.06","0.04","0.035","0.05","0.01","0.015","0.01","","0.01","0.07","0.01","0.045","0.01","0.015","0.025","0.025","0.05","0.015","0.045","0.02","0.045","0.01","0.02","0.045","0.045","0.045","0.015","0.03"
"STINGRAY LOGISTICS INC. ","2023-10-31","0.06","0.075","0.03","0.03","0.037","0.03","0.065","0.075","0.055","0.05","0.065","0.025","0.03","0.025","0.015","0.025","0.085","0.025","0.06","0.025","0.03","0.04","0.04","0.065","0.03","0.06","0.035","0.06","0.025","0.035","0.06","0.06","0.06","0.03","0.045"
"SUKHVINDER TRANSPORT LTD","2023-10-31","0.11","0.125","0.08","0.08","0.087","0.08","0.115","0.125","0.105","0.1","0.115","0.075","0.08","0.075","0.065","0.075","0.135","0.075","0.11","0.075","0.08","0.09","0.09","0.115","0.08","0.11","0.085","0.11","0.075","0.085","0.11","0.11","0.11","0.08","0.095"
"SUNNY LOGISTICS INC. ","2023-10-31","0.035","0.05","0.005","0.005","0.012","0.005","0.04","0.05","0.03","0.025","0.04","","0.005","","-0.01","","0.06","","0.035","","0.005","0.015","0.015","0.04","0.005","0.035","0.01","0.035","","0.01","0.035","0.035","0.035","0.005","0.02"
"SWAG TRANSPORT LTD","2023-10-31","0.04","0.055","0.01","0.01","0.017","0.01","0.045","0.055","0.035","0.03","0.045","0.005","0.01","0.005","-0.005","0.005","0.065","0.005","0.04","0.005","0.01","0.02","0.02","0.045","0.01","0.04","0.015","0.04","0.005","0.015","0.04","0.04","0.04","0.01","0.025"
"Tanush Transport Inc","2023-10-31","0.065","0.08","0.035","0.035","0.042","0.035","0.07","0.08","0.06","0.055","0.07","0.03","0.035","0.03","0.02","0.03","0.09","0.03","0.065","0.03","0.035","0.045","0.045","0.07","0.035","0.065","0.04","0.065","0.03","0.04","0.065","0.065","0.065","0.035","0.05"
"TEAMEX GROUP OF COMPANIES LTD","2023-10-31","0.11","0.125","0.08","0.08","0.087","0.08","0.115","0.125","0.105","0.1","0.115","0.075","0.08","0.075","0.065","0.075","0.135","0.075","0.11","0.075","0.08","0.09","0.09","0.115","0.08","0.11","0.085","0.11","0.075","0.085","0.11","0.11","0.11","0.08","0.095"
"Tehna Transport Inc","2023-10-31","0.1","0.115","0.07","0.07","0.077","0.07","0.105","0.115","0.095","0.09","0.105","0.065","0.07","0.065","0.055","0.065","0.125","0.065","0.1","0.065","0.07","0.08","0.08","0.105","0.07","0.1","0.075","0.1","0.065","0.075","0.1","0.1","0.1","0.07","0.085"
"THAPAR MOTOR XPRESS INC","2023-10-31","0.1","0.115","0.07","0.07","0.077","0.07","0.105","0.115","0.095","0.09","0.105","0.065","0.07","0.065","0.055","0.065","0.125","0.065","0.1","0.065","0.07","0.08","0.08","0.105","0.07","0.1","0.075","0.1","0.065","0.075","0.1","0.1","0.1","0.07","0.085"
"THE RADIUM GROUP INC","2023-10-31","0.06","0.075","0.03","0.03","0.037","0.03","0.065","0.075","0.055","0.05","0.065","0.025","0.03","0.025","0.015","0.025","0.085","0.025","0.06","0.025","0.03","0.04","0.04","0.065","0.03","0.06","0.035","0.06","0.025","0.035","0.06","0.06","0.06","0.03","0.045"
"THE THIND GROUP LTD","2023-10-31","0.06","0.075","0.03","0.03","0.037","0.03","0.065","0.075","0.055","0.05","0.065","0.025","0.03","0.025","0.015","0.025","0.085","0.025","0.06","0.025","0.03","0.04","0.04","0.065","0.03","0.06","0.035","0.06","0.025","0.035","0.06","0.06","0.06","0.03","0.045"
"TIGER MOTOR EXPRESS LTD ","2023-10-31","0.08","0.095","0.05","0.05","0.057","0.05","0.085","0.095","0.075","0.07","0.085","0.045","0.05","0.045","0.035","0.045","0.105","0.045","0.08","0.045","0.05","0.06","0.06","0.085","0.05","0.08","0.055","0.08","0.045","0.055","0.08","0.08","0.08","0.05","0.065"
"TOGETHER TRANSPORT & LOGISTICS INC","2023-10-31","0.07","0.085","0.04","0.04","0.047","0.04","0.075","0.085","0.065","0.06","0.075","0.035","0.04","0.035","0.025","0.035","0.095","0.035","0.07","0.035","0.04","0.05","0.05","0.075","0.04","0.07","0.045","0.07","0.035","0.045","0.07","0.07","0.07","0.04","0.055"
"TOOR BROTHER TRANSPORT LTD","2023-10-31","0.11","0.125","0.08","0.08","0.087","0.08","0.115","0.125","0.105","0.1","0.115","0.075","0.08","0.075","0.065","0.075","0.135","0.075","0.11","0.075","0.08","0.09","0.09","0.115","0.08","0.11","0.085","0.11","0.075","0.085","0.11","0.11","0.11","0.08","0.095"
"TOP CHOICE LOGISTICS","2023-10-31","0.05","0.065","0.02","0.02","0.027","0.02","0.055","0.065","0.045","0.04","0.055","0.015","0.02","0.015","0.005","0.015","0.075","0.015","0.05","0.015","0.02","0.03","0.03","0.055","0.02","0.05","0.025","0.05","0.015","0.025","0.05","0.05","0.05","0.02","0.035"
"TRADEMARK LOGISTICS INC","2023-10-31","0.055","0.07","0.025","0.025","0.032","0.025","0.06","0.07","0.05","0.045","0.06","0.02","0.025","0.02","0.01","0.02","0.08","0.02","0.055","0.02","0.025","0.035","0.035","0.06","0.025","0.055","0.03","0.055","0.02","0.03","0.055","0.055","0.055","0.025","0.04"
"TRANSDIRECT FREIGHTLINES INC","2023-10-31","0.1","0.115","0.07","0.07","0.077","0.07","0.105","0.115","0.095","0.09","0.105","0.065","0.07","0.065","0.055","0.065","0.125","0.065","0.1","0.065","0.07","0.08","0.08","0.105","0.07","0.1","0.075","0.1","0.065","0.075","0.1","0.1","0.1","0.07","0.085"
"TRANSFAST LOGISTICS INC","2023-10-31","0.1","0.115","0.07","0.07","0.077","0.07","0.105","0.115","0.095","0.09","0.105","0.065","0.07","0.065","0.055","0.065","0.125","0.065","0.1","0.065","0.07","0.08","0.08","0.105","0.07","0.1","0.075","0.1","0.065","0.075","0.1","0.1","0.1","0.07","0.085"
"TRANSPORT JOCELYN BOURDEAU INC.","2023-10-31","0.04","0.055","0.01","0.01","0.017","0.01","0.045","0.055","0.035","0.03","0.045","0.005","0.01","0.005","-0.005","0.005","0.065","0.005","0.04","0.005","0.01","0.02","0.02","0.045","0.01","0.04","0.015","0.04","0.005","0.015","0.04","0.04","0.04","0.01","0.025"
"TRANSPORT M A M INC","2023-10-31","0.1","0.115","0.07","0.07","0.077","0.07","0.105","0.115","0.095","0.09","0.105","0.065","0.07","0.065","0.055","0.065","0.125","0.065","0.1","0.065","0.07","0.08","0.08","0.105","0.07","0.1","0.075","0.1","0.065","0.075","0.1","0.1","0.1","0.07","0.085"
"TRANSVILLE TRANSPORT LTD","2023-10-31","0.05","0.065","0.02","0.02","0.027","0.02","0.055","0.065","0.045","0.04","0.055","0.015","0.02","0.015","0.005","0.015","0.075","0.015","0.05","0.015","0.02","0.03","0.03","0.055","0.02","0.05","0.025","0.05","0.015","0.025","0.05","0.05","0.05","0.02","0.035"
"UNICORN IMPROVEMENT INC","2023-10-31","0.11","0.125","0.08","0.08","0.087","0.08","0.115","0.125","0.105","0.1","0.115","0.075","0.08","0.075","0.065","0.075","0.135","0.075","0.11","0.075","0.08","0.09","0.09","0.115","0.08","0.11","0.085","0.11","0.075","0.085","0.11","0.11","0.11","0.08","0.095"
"VALUEX TRANSPORT INC","2023-10-31","0.065","0.08","0.035","0.035","0.042","0.035","0.07","0.08","0.06","0.055","0.07","0.03","0.035","0.03","0.02","0.03","0.09","0.03","0.065","0.03","0.035","0.045","0.045","0.07","0.035","0.065","0.04","0.065","0.03","0.04","0.065","0.065","0.065","0.035","0.05"
"VIA LANES TRANSPORT LTD","2023-10-31","0.055","0.07","0.025","0.025","0.032","0.025","0.06","0.07","0.05","0.045","0.06","0.02","0.025","0.02","0.01","0.02","0.08","0.02","0.055","0.02","0.025","0.035","0.035","0.06","0.025","0.055","0.03","0.055","0.02","0.03","0.055","0.055","0.055","0.025","0.04"
"WALTRUX LOGISTICS","2023-10-31","0.08","0.095","0.05","0.05","0.057","0.05","0.085","0.095","0.075","0.07","0.085","0.045","0.05","0.045","0.035","0.045","0.105","0.045","0.08","0.045","0.05","0.06","0.06","0.085","0.05","0.08","0.055","0.08","0.045","0.055","0.08","0.08","0.08","0.05","0.065"
"WEST COAST COMMODITIES INC.","2023-10-31","0.075","0.09","0.045","0.045","0.052","0.045","0.08","0.09","0.07","0.065","0.08","0.04","0.045","0.04","0.03","0.04","0.1","0.04","0.075","0.04","0.045","0.055","0.055","0.08","0.045","0.075","0.05","0.075","0.04","0.05","0.075","0.075","0.075","0.045","0.06"
"WILD ROSE ACADEMY OF DRIVING INC","2023-10-31","0.08","0.095","0.05","0.05","0.057","0.05","0.085","0.095","0.075","0.07","0.085","0.045","0.05","0.045","0.035","0.045","0.105","0.045","0.08","0.045","0.05","0.06","0.06","0.085","0.05","0.08","0.055","0.08","0.045","0.055","0.08","0.08","0.08","0.05","0.065"
"WINNIPEG FLATBEDS LTD","2023-10-31","0.04","0.055","0.01","0.01","0.017","0.01","0.045","0.055","0.035","0.03","0.045","0.005","0.01","0.005","-0.005","0.005","0.065","0.005","0.04","0.005","0.01","0.02","0.02","0.045","0.01","0.04","0.015","0.04","0.005","0.015","0.04","0.04","0.04","0.01","0.025"
"WINNIPEG TREND-LINE INC.","2023-10-31","0.08","0.095","0.05","0.05","0.057","0.05","0.085","0.095","0.075","0.07","0.085","0.045","0.05","0.045","0.035","0.045","0.105","0.045","0.08","0.045","0.05","0.06","0.06","0.085","0.05","0.08","0.055","0.08","0.045","0.055","0.08","0.08","0.08","0.05","0.065"
"XPRESS FREIGHT LINES LTD","2023-10-31","0.06","0.075","0.03","0.03","0.037","0.03","0.065","0.075","0.055","0.05","0.065","0.025","0.03","0.025","0.015","0.025","0.085","0.025","0.06","0.025","0.03","0.04","0.04","0.065","0.03","0.06","0.035","0.06","0.025","0.035","0.06","0.06","0.06","0.03","0.045"
"YASHMAAN LTD","2023-10-31","0.12","0.135","0.09","0.09","0.097","0.09","0.125","0.135","0.115","0.11","0.125","0.085","0.09","0.085","0.075","0.085","0.145","0.085","0.12","0.085","0.09","0.1","0.1","0.125","0.09","0.12","0.095","0.12","0.085","0.095","0.12","0.12","0.12","0.09","0.105"
"10040185 CANADA INC O/A FKR TRANSPORT & LOGISTICS","2023-10-30","0.095","0.11","0.068","0.068","0.075","0.068","0.0975","0.1","0.085","0.095","0.1","0.065","0.07","0.065","0.055","0.065","0.12","0.065","0.095","0.065","0.07","0.075","0.075","0.1","0.07","0.095","0.07","0.095","0.065","0.07","0.095","0.095","0.095","0.07","0.0825"
"101189216 SASKATCHEWAN LTD O/A ANOOP TRANSPORT INC","2023-10-30","0.065","0.08","0.038","0.038","0.045","0.038","0.0675","0.07","0.055","0.065","0.07","0.035","0.04","0.035","0.025","0.035","0.09","0.035","0.065","0.035","0.04","0.045","0.045","0.07","0.04","0.065","0.04","0.065","0.035","0.04","0.065","0.065","0.065","0.04","0.0525"
"101292614 SASKATCHEWAN LTD O/A STAR LIGHT TRANSPORT","2023-10-30","0.065","0.08","0.038","0.038","0.045","0.038","0.0675","0.07","0.055","0.065","0.07","0.035","0.04","0.035","0.025","0.035","0.09","0.035","0.065","0.035","0.04","0.045","0.045","0.07","0.04","0.065","0.04","0.065","0.035","0.04","0.065","0.065","0.065","0.04","0.0525"
"102081763 SASKATCHEWAN LTD O/A FRONT LANE CARRIERS","2023-10-30","0.075","0.09","0.048","0.048","0.055","0.048","0.0775","0.08","0.065","0.075","0.08","0.045","0.05","0.045","0.035","0.045","0.1","0.045","0.075","0.045","0.05","0.055","0.055","0.08","0.05","0.075","0.05","0.075","0.045","0.05","0.075","0.075","0.075","0.05","0.0625"
"102162627 SASKATCHEWAN CORP. O/A CHAMPX EXPRESS INC","2023-10-30","0.05","0.065","0.023","0.023","0.03","0.023","0.0525","0.055","0.04","0.05","0.055","0.02","0.025","0.02","0.01","0.02","0.075","0.02","0.05","0.02","0.025","0.03","0.03","0.055","0.025","0.05","0.025","0.05","0.02","0.025","0.05","0.05","0.05","0.025","0.0375"
"10279820 CANADA INC O/A KARSON MOTOR FREIGHT","2023-10-30","0.105","0.12","0.078","0.078","0.085","0.078","0.1075","0.11","0.095","0.105","0.11","0.075","0.08","0.075","0.065","0.075","0.13","0.075","0.105","0.075","0.08","0.085","0.085","0.11","0.08","0.105","0.08","0.105","0.075","0.08","0.105","0.105","0.105","0.08","0.0925"
"10282154 CANADA INC","2023-10-30","0.095","0.11","0.068","0.068","0.075","0.068","0.0975","0.1","0.085","0.095","0.1","0.065","0.07","0.065","0.055","0.065","0.12","0.065","0.095","0.065","0.07","0.075","0.075","0.1","0.07","0.095","0.07","0.095","0.065","0.07","0.095","0.095","0.095","0.07","0.0825"
"10316156 CANADA INC","2023-10-30","0.105","0.12","0.078","0.078","0.085","0.078","0.1075","0.11","0.095","0.105","0.11","0.075","0.08","0.075","0.065","0.075","0.13","0.075","0.105","0.075","0.08","0.085","0.085","0.11","0.08","0.105","0.08","0.105","0.075","0.08","0.105","0.105","0.105","0.08","0.0925"
"1063209 ALBERTA LTD","2023-10-30","0.085","0.1","0.058","0.058","0.065","0.058","0.0875","0.09","0.075","0.085","0.09","0.055","0.06","0.055","0.045","0.055","0.11","0.055","0.085","0.055","0.06","0.065","0.065","0.09","0.06","0.085","0.06","0.085","0.055","0.06","0.085","0.085","0.085","0.06","0.0725"
"10644862 CANADA INC.","2023-10-30","0.08","0.095","0.053","0.053","0.06","0.053","0.0825","0.085","0.07","0.08","0.085","0.05","0.055","0.05","0.04","0.05","0.105","0.05","0.08","0.05","0.055","0.06","0.06","0.085","0.055","0.08","0.055","0.08","0.05","0.055","0.08","0.08","0.08","0.055","0.0675"
